X[m]	Y[m]	Z[m]	WSS[Pa]
7.580000	-11.254000	-16.926000	4.122200
7.424000	-11.334000	-17.024000	10.403000
7.493000	-11.434000	-16.992000	8.343770
7.426000	-11.213000	-17.022000	7.002950
7.336000	-11.310000	-17.073000	20.443600
7.310000	-11.388000	-17.088000	34.847700
7.366000	-11.448000	-17.067000	20.204000
7.386000	-11.553000	-17.070000	15.124400
7.326000	-11.157000	-17.103000	12.424300
7.296000	-11.259000	-17.099000	30.445700
7.565000	-11.936000	-17.002000	3.092810
7.476000	-11.776000	-17.040000	5.606230
7.428000	-11.955000	-17.109000	3.613120
7.356000	-11.835000	-17.128000	7.183130
7.274000	-11.759000	-17.151000	10.698400
7.365000	-11.751000	-17.103000	8.571770
7.311000	-11.701000	-17.126000	13.942300
7.399000	-11.667000	-17.073000	9.323140
7.242000	-11.706000	-17.151000	14.820600
7.201000	-11.791000	-17.186000	9.744390
7.199000	-11.744000	-17.162000	13.442100
7.252000	-11.818000	-17.182000	9.238980
7.114000	-11.905000	-17.173000	11.828000
7.105000	-11.897000	-17.263000	11.456200
7.076000	-11.959000	-17.239000	11.289100
7.089000	-11.986000	-17.308000	8.163760
7.028000	-12.023000	-17.284000	10.082800
7.214000	-11.294000	-17.132000	40.145600
7.221000	-11.200000	-17.142000	29.624800
7.316000	-11.632000	-17.120000	19.684000
7.544000	-11.603000	-16.977000	6.401340
7.240000	-11.100000	-17.168000	19.829000
7.176000	-11.137000	-17.185000	25.711300
7.182000	-11.043000	-17.239000	14.065800
7.311000	-10.929000	-17.154000	2.689810
7.119000	-11.109000	-17.215000	19.342000
7.060000	-11.046000	-17.306000	11.564400
6.943000	-11.041000	-17.323000	5.860070
7.175000	-11.950000	-17.285000	4.075210
7.252000	-11.876000	-17.208000	6.986450
7.178000	-11.844000	-17.235000	7.307140
7.301000	-11.934000	-17.208000	4.952630
7.037000	-12.045000	-17.380000	8.366330
6.977000	-12.078000	-17.383000	9.995780
7.020000	-12.159000	-17.443000	5.656970
7.123000	-12.058000	-17.405000	3.732620
7.134000	-11.817000	-17.214000	15.393000
7.168000	-11.771000	-17.169000	17.561600
7.265000	-11.669000	-17.151000	21.062900
7.226000	-11.654000	-17.153000	20.059700
7.247000	-11.610000	-17.159000	28.188600
7.280000	-11.459000	-17.107000	37.070300
7.300000	-11.574000	-17.119000	27.288200
10.553000	-7.190000	-17.277000	1.365620
10.527000	-7.090000	-17.407000	1.301240
10.467000	-7.060000	-17.232000	1.353220
10.498000	-7.231000	-17.092000	1.602450
9.972000	-13.122000	-24.947000	1.710860
9.880000	-12.987000	-24.999000	1.780280
10.021000	-12.980000	-25.055000	1.634810
10.149000	-13.113000	-25.003000	1.586960
10.109000	-13.282000	-24.852000	1.780380
9.914000	-13.232000	-24.837000	1.887400
11.722000	-12.609000	-25.190000	0.735307
11.901000	-12.529000	-25.158000	0.633423
11.806000	-12.730000	-25.092000	0.721801
11.994000	-12.697000	-25.007000	0.657171
12.113000	-12.519000	-25.041000	0.541255
11.622000	-12.745000	-25.153000	0.862597
